time,x-acceleration,y-acceleration,z-acceleration
58.720,0.996,-0.467,0.099
58.740,1.026,-0.425,0.140
58.760,0.951,-0.369,0.178
58.780,0.769,-0.302,0.271
58.800,0.744,-0.240,0.435
58.820,0.793,-0.183,0.660
58.840,0.710,-0.083,0.899
58.860,0.469,0.058,1.105
58.880,0.284,0.184,1.057
58.900,0.230,0.212,1.088
58.920,0.639,0.002,1.116
58.940,0.870,-0.150,1.060
58.960,1.042,-0.124,1.032
58.980,1.009,-0.178,1.067
59.000,0.747,-0.242,1.030
59.020,0.609,-0.219,0.925
59.040,0.487,-0.222,0.788
59.060,0.311,-0.222,0.735
59.080,0.219,-0.283,0.720
59.100,0.129,-0.255,0.716
59.120,0.074,-0.182,0.827
59.140,0.018,-0.189,1.032
59.160,-0.135,-0.161,1.073
59.180,-0.140,-0.115,0.855
59.200,0.461,-0.164,0.930
59.220,0.691,-0.276,0.994
59.240,0.406,-0.228,0.951
59.260,0.252,-0.188,0.930
59.280,0.212,-0.192,0.971
59.300,0.233,-0.246,0.995
59.320,0.369,-0.298,0.988
59.340,0.230,-0.305,0.926
59.360,0.151,-0.273,0.932
59.380,0.170,-0.273,0.984
59.400,0.093,-0.233,1.010
59.420,-0.136,-0.210,1.001
59.440,-0.369,-0.172,0.977
59.460,-0.340,-0.147,1.011
59.480,-0.392,-0.181,1.048
59.500,-0.629,-0.146,1.047
59.520,-0.588,-0.125,1.042
59.540,-0.474,-0.160,1.053
59.560,-0.429,-0.227,1.068
59.580,-0.127,-0.223,0.888
59.600,0.162,-0.297,0.740
59.620,0.142,-0.380,0.645
59.640,0.528,-0.464,0.459
59.660,0.793,-0.460,0.352
59.680,0.720,-0.513,0.279
59.700,0.967,-0.517,0.225
59.720,1.236,-0.503,0.295
59.740,1.117,-0.539,0.432
59.760,1.107,-0.515,0.452
59.780,1.107,-0.525,0.472
59.800,0.760,-0.497,0.568
59.820,0.267,-0.390,0.544
59.840,-0.036,-0.243,0.685
59.860,0.231,-0.198,1.106
59.880,0.143,-0.279,1.233
59.900,-0.070,-0.172,1.160
59.920,-0.098,-0.132,1.090
59.940,-0.448,-0.054,0.816
59.960,0.111,-0.058,0.879
59.980,0.621,-0.177,1.074
60.000,0.416,-0.195,1.012
60.020,0.139,-0.190,0.927
60.040,0.025,-0.246,0.915
60.060,0.059,-0.253,0.980
60.080,0.113,-0.246,0.972
60.100,0.146,-0.221,0.941
60.120,0.066,-0.227,0.996
60.140,-0.107,-0.221,1.021
60.160,-0.155,-0.209,1.035
60.180,-0.149,-0.201,1.064
60.200,-0.227,-0.216,1.074
60.220,-0.456,-0.207,1.098
60.240,-0.482,-0.168,1.068
60.260,-0.224,-0.178,1.052
60.280,-0.147,-0.205,1.110
60.300,-0.100,-0.221,1.020
60.320,0.022,-0.273,0.867
60.340,0.220,-0.345,0.663
60.360,0.412,-0.389,0.494
60.380,0.673,-0.451,0.317
60.400,0.687,-0.436,0.163
60.420,0.874,-0.402,0.025
60.440,1.159,-0.433,-0.071
60.460,1.113,-0.469,-0.090
60.480,1.002,-0.503,-0.053
60.500,0.972,-0.530,-0.039
60.520,1.070,-0.548,-0.004
60.540,1.036,-0.501,-0.016
60.560,1.032,-0.468,-0.074
60.580,0.963,-0.412,-0.083
60.600,0.893,-0.394,0.094
60.620,1.042,-0.395,0.179
60.640,1.121,-0.340,0.156
60.660,1.082,-0.276,0.239
60.680,0.819,-0.212,0.446
60.700,0.533,-0.132,0.597
60.720,0.609,-0.113,0.677
60.740,0.713,-0.109,0.759
60.760,0.779,-0.130,0.869
60.780,0.550,-0.128,0.868
60.800,0.407,-0.081,0.886
60.820,0.614,-0.082,0.917
60.840,0.648,-0.189,0.813
60.860,0.597,-0.169,0.815
60.880,0.623,-0.264,0.854
60.900,0.509,-0.219,0.857
60.920,0.438,-0.194,0.920
60.940,0.318,-0.217,1.028
60.960,0.260,-0.241,1.107
60.980,0.257,-0.236,1.037
61.000,0.190,-0.242,0.994
61.020,0.166,-0.250,0.914
61.040,0.311,-0.164,0.889
61.060,0.523,-0.238,1.117
61.080,0.369,-0.254,1.099
61.100,0.162,-0.203,1.023
61.120,0.114,-0.223,0.961
61.140,0.097,-0.200,0.897
61.160,0.140,-0.181,0.895
61.180,0.103,-0.168,0.978
61.200,0.096,-0.169,1.011
61.220,0.154,-0.143,0.973
61.240,0.185,-0.075,0.952
61.260,0.161,-0.116,0.971
61.280,0.136,-0.096,0.903
61.300,0.153,-0.043,0.907
61.320,0.102,-0.060,0.959
61.340,0.018,-0.044,0.987
61.360,0.031,-0.061,0.965
61.380,-0.032,-0.054,0.931
61.400,-0.057,-0.041,0.973
61.420,-0.028,-0.029,1.016
61.440,-0.005,-0.016,0.995
61.460,0.057,-0.019,0.978
61.480,0.076,-0.019,1.053
61.500,0.236,0.013,1.295
61.520,0.074,-0.050,1.190
61.540,0.012,-0.063,1.017
61.560,0.121,-0.047,1.059
61.580,-0.017,-0.014,1.018
61.600,-0.082,0.027,1.001
61.620,-0.022,0.045,1.027
61.640,-0.026,0.052,1.054
61.660,-0.063,0.031,1.105
61.680,-0.010,-0.004,1.076
61.700,0.021,-0.051,1.018
61.720,0.000,-0.062,0.950
61.740,0.036,-0.051,0.967
61.760,0.076,-0.051,0.971
61.780,0.008,-0.035,0.878
61.800,0.023,-0.048,0.872
61.820,0.113,-0.067,1.005
61.840,0.037,-0.064,1.043
61.860,-0.053,-0.047,1.037
61.880,-0.002,-0.031,1.019
61.900,0.015,-0.076,1.089
61.920,-0.044,-0.078,1.075
61.940,-0.073,-0.051,1.026
61.960,-0.034,-0.035,1.038
61.980,-0.032,-0.027,1.024
62.000,-0.038,-0.043,1.029
62.020,-0.040,-0.053,1.035
62.040,-0.035,-0.045,1.018
62.060,-0.058,-0.049,1.028
62.080,-0.056,-0.056,1.029
62.100,-0.075,-0.060,1.016
62.120,-0.092,-0.046,1.049
62.140,-0.062,-0.031,1.031
62.160,-0.101,-0.010,1.022
62.180,-0.075,-0.009,0.990
62.200,0.019,-0.021,0.912
62.220,-0.039,-0.049,0.909
62.240,-0.071,-0.063,1.021
62.260,-0.031,-0.068,1.021
62.280,-0.016,-0.084,0.990
62.300,-0.005,-0.104,1.014
62.320,-0.095,-0.103,1.058
62.340,-0.072,-0.111,1.103
62.360,-0.061,-0.109,1.101
62.380,-0.075,-0.102,1.079
62.400,-0.085,-0.063,1.044
62.420,-0.112,-0.057,1.053
62.440,-0.101,-0.072,1.149
62.460,-0.143,-0.014,1.165
62.480,-0.053,0.012,1.152
62.500,0.023,-0.031,1.165
62.520,0.069,-0.046,1.138
62.540,0.132,-0.089,1.152
62.560,0.034,-0.154,1.164
62.580,-0.081,-0.203,1.146
62.600,-0.106,-0.260,1.155
62.620,-0.079,-0.249,1.145
62.640,-0.057,-0.237,1.132
62.660,-0.073,-0.255,0.993
62.680,-0.171,-0.246,0.760
62.700,-0.217,-0.229,0.686
62.720,-0.206,-0.255,0.717
62.740,-0.195,-0.221,0.757
62.760,-0.054,-0.151,0.808
62.780,0.068,-0.135,0.813
62.800,0.174,-0.083,0.766
62.820,0.347,-0.043,0.801
62.840,0.433,-0.043,0.923
62.860,0.383,-0.011,1.004
62.880,0.233,0.046,1.075
62.900,0.131,0.091,1.121
62.920,0.281,0.081,1.163
62.940,0.216,0.220,1.200
62.960,0.331,0.093,1.157
62.980,0.261,0.034,1.085
63.000,0.130,0.073,1.034
63.020,0.054,0.070,0.990
63.040,0.042,0.100,0.981
63.060,0.016,0.113,1.017
63.080,-0.035,0.112,0.989
63.100,-0.048,0.090,0.932
63.120,-0.082,0.026,0.951
63.140,-0.124,-0.015,0.994
63.160,-0.131,-0.070,1.026
63.180,-0.104,-0.103,1.021
63.200,-0.096,-0.132,0.984
63.220,-0.124,-0.121,0.990
63.240,-0.115,-0.114,1.033
63.260,-0.137,-0.103,1.052
63.280,-0.184,-0.095,1.035
63.300,-0.152,-0.107,0.990
63.320,-0.105,-0.082,1.019
63.340,-0.051,-0.058,1.060
63.360,-0.037,-0.076,1.034
63.380,-0.055,-0.095,1.016
63.400,-0.135,-0.082,1.013
63.420,-0.165,-0.082,1.016
63.440,-0.176,-0.080,1.006
63.460,-0.153,-0.072,1.017
63.480,-0.092,-0.088,1.026
63.500,-0.081,-0.094,1.015
63.520,-0.087,-0.100,1.009
63.540,-0.107,-0.095,1.007
63.560,-0.110,-0.088,1.008
63.580,-0.114,-0.087,1.010
63.600,-0.137,-0.086,0.996
63.620,-0.157,-0.078,0.993
63.640,-0.169,-0.065,1.004
63.660,-0.135,-0.066,1.025
63.680,-0.128,-0.048,1.031
63.700,-0.137,-0.034,1.038
63.720,-0.151,-0.028,1.028
63.740,-0.148,-0.027,1.011
63.760,-0.138,-0.028,1.012
63.780,-0.136,-0.036,1.013
63.800,-0.148,-0.042,1.004
63.820,-0.156,-0.042,0.997
63.840,-0.152,-0.046,1.001
63.860,-0.144,-0.052,0.997
63.880,-0.136,-0.047,0.987
63.900,-0.106,-0.027,1.026
63.920,-0.003,-0.026,1.076
63.940,-0.039,-0.022,1.038
63.960,-0.164,-0.020,1.013
63.980,-0.156,-0.034,1.021
64.000,-0.162,-0.036,1.009
64.020,-0.188,-0.039,1.033
64.040,-0.208,-0.062,1.024
64.060,-0.244,-0.083,0.951
64.080,-0.304,-0.089,0.914
64.100,-0.347,-0.055,0.944
64.120,-0.304,-0.035,0.995
64.140,-0.210,-0.025,1.057
64.160,-0.138,-0.067,1.009
64.180,-0.139,-0.046,0.995
64.200,-0.163,-0.021,1.031
64.220,-0.122,-0.034,1.021
64.240,-0.168,-0.042,0.992
64.260,-0.214,-0.033,0.979
64.280,-0.204,-0.013,0.979
64.300,-0.175,0.003,0.998
64.320,-0.149,0.007,1.011
64.340,-0.151,0.017,1.006
64.360,-0.129,0.014,1.032
64.380,-0.134,-0.029,1.022
64.400,-0.177,-0.034,0.998
64.420,-0.154,-0.032,1.000
64.440,-0.156,-0.037,1.018
64.460,-0.164,-0.040,1.034
64.480,-0.172,-0.038,1.017
64.500,-0.182,-0.026,1.001
64.520,-0.152,-0.020,1.010
64.540,-0.145,-0.027,1.006
64.560,-0.169,-0.028,1.006
64.580,-0.175,-0.026,0.992
64.600,-0.156,-0.018,0.997
64.620,-0.147,-0.007,1.004
64.640,-0.148,-0.025,0.984
64.660,-0.179,-0.014,0.955
64.680,-0.121,-0.023,1.002
64.700,-0.058,-0.048,1.111
64.720,-0.190,-0.054,1.083
64.740,-0.197,-0.077,0.970
64.760,-0.270,-0.035,0.930
64.780,-0.321,0.002,1.062
64.800,-0.198,-0.000,1.051
64.820,-0.111,-0.029,0.978
64.840,-0.164,-0.005,0.970
64.860,-0.149,-0.011,0.984
64.880,-0.219,-0.026,0.940
64.900,-0.245,-0.022,0.920
64.920,-0.185,-0.033,0.955
64.940,-0.192,-0.015,1.004
64.960,-0.179,0.016,1.106
64.980,-0.129,-0.005,1.100
65.000,-0.118,-0.027,1.070
65.020,-0.117,-0.033,1.056
65.040,-0.188,-0.028,1.014
65.060,-0.217,-0.014,0.999
65.080,-0.228,-0.004,1.035
65.100,-0.281,0.002,1.082
65.120,-0.268,0.036,1.152
65.140,-0.229,0.071,1.245
65.160,-0.033,-0.098,1.327
65.180,0.105,-0.141,1.416
65.200,-0.111,0.138,1.424
65.220,0.167,-0.066,1.458
65.240,0.270,-0.044,1.475
65.260,0.371,-0.114,1.483
65.280,0.499,-0.208,1.493
65.300,0.449,-0.265,1.383
65.320,0.431,-0.366,1.264
65.340,0.425,-0.421,1.157
65.360,0.389,-0.480,1.042
65.380,0.328,-0.505,0.907
65.400,0.196,-0.551,0.746
65.420,0.139,-0.568,0.666
65.440,-0.063,-0.528,0.571
65.460,-0.232,-0.457,0.464
65.480,-0.285,-0.448,0.320
65.500,-0.574,-0.429,0.152
65.520,-0.717,-0.463,0.143
65.540,-0.617,-0.497,0.249
65.560,-0.642,-0.503,0.317
65.580,-0.655,-0.545,0.290
65.600,-0.686,-0.596,0.248
65.620,-0.781,-0.539,0.250
65.640,-0.732,-0.512,0.366
65.660,-0.633,-0.525,0.467
65.680,-0.594,-0.519,0.492
65.700,-0.559,-0.545,0.517
65.720,-0.569,-0.531,0.513
65.740,-0.501,-0.528,0.534
65.760,-0.557,-0.528,0.597
65.780,-0.556,-0.531,0.593
65.800,-0.574,-0.547,0.542
65.820,-0.526,-0.539,0.533
65.840,-0.536,-0.508,0.556
65.860,-0.618,-0.454,0.613
65.880,-0.665,-0.421,0.549
65.900,-0.605,-0.447,0.564
65.920,-0.631,-0.460,0.712
65.940,-0.623,-0.456,0.778
65.960,-0.599,-0.487,0.720
65.980,-0.595,-0.507,0.678
66.000,-0.601,-0.518,0.662
66.020,-0.625,-0.517,0.666
66.040,-0.704,-0.492,0.735
66.060,-0.779,-0.449,0.776
66.080,-0.728,-0.435,0.722
66.100,-0.735,-0.432,0.658
66.120,-0.697,-0.433,0.687
66.140,-0.633,-0.427,0.740
66.160,-0.644,-0.416,0.708
66.180,-0.667,-0.427,0.560
66.200,-0.580,-0.377,0.508
66.220,-0.435,-0.365,0.503
66.240,-0.620,-0.342,0.369
66.260,-0.703,-0.346,0.283
66.280,-0.707,-0.351,0.222
66.300,-0.748,-0.351,0.222
66.320,-0.724,-0.391,0.368
66.340,-0.687,-0.394,0.434
66.360,-0.481,-0.479,0.466
66.380,-0.290,-0.602,0.602
66.400,-0.211,-0.651,0.633
66.420,0.037,-0.727,0.689
66.440,0.131,-0.800,0.870
66.460,0.116,-0.755,1.009
66.480,0.167,-0.737,1.066
66.500,0.173,-0.756,1.145
66.520,-0.077,-0.708,1.096
66.540,-0.250,-0.651,1.001
66.560,-0.311,-0.637,0.928
66.580,-0.344,-0.653,0.907
66.600,-0.388,-0.659,0.892
66.620,-0.442,-0.631,0.804
66.640,-0.462,-0.639,0.731
66.660,-0.524,-0.648,0.667
66.680,-0.640,-0.615,0.547
66.700,-0.712,-0.592,0.550
66.720,-0.662,-0.582,0.609
66.740,-0.582,-0.640,0.584
66.760,-0.538,-0.656,0.568
66.780,-0.437,-0.667,0.587
66.800,-0.347,-0.735,0.584
66.820,-0.380,-0.759,0.600
66.840,-0.432,-0.753,0.638
66.860,-0.452,-0.790,0.579
66.880,-0.485,-0.803,0.548
66.900,-0.517,-0.802,0.596
66.920,-0.435,-0.788,0.650
66.940,-0.348,-0.776,0.621
66.960,-0.392,-0.756,0.574
66.980,-0.496,-0.692,0.628
67.000,-0.466,-0.650,0.669
67.020,-0.385,-0.626,0.748
67.040,-0.404,-0.605,0.758
67.060,-0.353,-0.613,0.719
67.080,-0.401,-0.609,0.648
67.100,-0.505,-0.599,0.559
67.120,-0.468,-0.648,0.547
67.140,-0.501,-0.672,0.583
67.160,-0.514,-0.685,0.653
67.180,-0.459,-0.734,0.656
67.200,-0.487,-0.785,0.560
67.220,-0.550,-0.761,0.519
67.240,-0.542,-0.786,0.506
67.260,-0.540,-0.799,0.517
67.280,-0.494,-0.778,0.512
67.300,-0.457,-0.756,0.527
67.320,-0.452,-0.705,0.611
67.340,-0.460,-0.667,0.645
67.360,-0.506,-0.653,0.623
67.380,-0.502,-0.647,0.599
67.400,-0.458,-0.636,0.587
67.420,-0.427,-0.646,0.631
67.440,-0.466,-0.647,0.674
67.460,-0.459,-0.654,0.659
67.480,-0.524,-0.654,0.583
67.500,-0.508,-0.657,0.515
67.520,-0.478,-0.681,0.526
67.540,-0.511,-0.694,0.564
67.560,-0.520,-0.712,0.552
67.580,-0.564,-0.723,0.461
67.600,-0.544,-0.737,0.393
67.620,-0.525,-0.750,0.415
67.640,-0.530,-0.742,0.519
67.660,-0.476,-0.759,0.567
67.680,-0.453,-0.778,0.539
67.700,-0.464,-0.766,0.563
67.720,-0.466,-0.761,0.549
67.740,-0.457,-0.721,0.648
67.760,-0.490,-0.684,0.741
67.780,-0.515,-0.672,0.697
67.800,-0.463,-0.655,0.662
67.820,-0.488,-0.616,0.581
67.840,-0.479,-0.608,0.530
67.860,-0.511,-0.602,0.509
67.880,-0.483,-0.631,0.556
67.900,-0.499,-0.703,0.482
67.920,-0.607,-0.716,0.386
67.940,-0.562,-0.778,0.449
67.960,-0.466,-0.868,0.445
67.980,-0.534,-0.856,0.322
68.000,-0.524,-0.828,0.272
68.020,-0.449,-0.809,0.358
68.040,-0.405,-0.827,0.567
68.060,-0.484,-0.830,0.622
68.080,-0.498,-0.854,0.543
68.100,-0.389,-0.873,0.497
68.120,-0.197,-0.889,0.589
68.140,-0.120,-0.916,0.740
68.160,-0.145,-0.850,0.809
68.180,-0.083,-0.820,0.788
68.200,-0.012,-0.839,0.749
68.220,0.206,-0.794,0.780
68.240,0.328,-0.748,0.771
68.260,0.206,-0.667,0.744
68.280,0.103,-0.617,0.716
68.300,0.112,-0.601,0.713
68.320,0.094,-0.573,0.672
68.340,-0.044,-0.549,0.622
68.360,-0.057,-0.594,0.605
68.380,0.001,-0.675,0.621
68.400,0.097,-0.770,0.601
68.420,-0.015,-0.808,0.581
68.440,-0.072,-0.847,0.490
68.460,-0.135,-0.869,0.378
68.480,-0.220,-0.857,0.379
68.500,-0.214,-0.832,0.452
68.520,-0.227,-0.774,0.490
68.540,-0.223,-0.737,0.500
68.560,-0.281,-0.726,0.506
68.580,-0.336,-0.685,0.527
68.600,-0.327,-0.677,0.567
68.620,-0.351,-0.650,0.585
68.640,-0.318,-0.622,0.569
68.660,-0.254,-0.604,0.661
68.680,-0.139,-0.599,0.799
68.700,-0.127,-0.644,0.762
68.720,-0.233,-0.563,0.615
68.740,-0.224,-0.488,0.660
68.760,-0.147,-0.528,0.744
68.780,-0.107,-0.571,0.657
68.800,-0.083,-0.504,0.718
68.820,0.068,-0.488,1.061
68.840,-0.046,-0.568,1.162
68.860,-0.268,-0.484,1.004
68.880,-0.165,-0.346,0.938
68.900,0.035,-0.284,1.089
68.920,0.181,-0.262,1.317
68.940,0.133,-0.258,1.259
68.960,0.104,-0.268,1.021
68.980,0.138,-0.295,0.939
69.000,0.043,-0.326,1.040
69.020,0.075,-0.283,1.205
69.040,0.165,-0.237,1.240
69.060,0.197,-0.230,1.135
69.080,0.189,-0.201,1.021
69.100,0.152,-0.175,1.032
69.120,0.031,-0.172,1.032
69.140,0.163,-0.172,1.020
69.160,0.254,-0.171,0.979
69.180,0.163,-0.152,0.979
69.200,0.062,-0.125,1.009
69.220,-0.056,-0.124,1.092
69.240,-0.205,-0.099,1.151
69.260,-0.189,-0.062,1.172
69.280,-0.108,-0.058,1.128
69.300,-0.002,-0.075,1.069
69.320,0.119,-0.103,1.055
69.340,0.175,-0.118,1.042
69.360,0.123,-0.109,1.062
69.380,0.125,-0.120,1.073
69.400,0.079,-0.125,1.033
69.420,0.057,-0.118,1.012
69.440,0.064,-0.122,1.004
69.460,0.052,-0.109,1.008
69.480,0.042,-0.102,1.030
69.500,0.059,-0.111,1.030
69.520,0.055,-0.114,1.014
69.540,0.076,-0.117,0.997
69.560,0.077,-0.112,1.000
69.580,0.054,-0.102,1.017
69.600,0.073,-0.107,1.023
69.620,0.056,-0.103,1.014
69.640,0.040,-0.100,1.016
69.660,0.044,-0.110,1.008
69.680,0.039,-0.107,0.990
69.700,0.056,-0.106,1.015
69.720,0.055,-0.094,1.035
69.740,0.021,-0.095,1.019
69.760,0.016,-0.102,1.007
69.780,0.013,-0.109,1.005
69.800,0.026,-0.103,1.019
69.820,0.057,-0.112,1.021
69.840,0.051,-0.114,1.012
69.860,0.039,-0.106,1.013
69.880,0.043,-0.108,1.016
69.900,0.046,-0.107,1.013
69.920,0.038,-0.102,1.012
69.940,0.039,-0.101,1.013
69.960,0.037,-0.105,1.015
69.980,0.031,-0.105,1.014
70.000,0.031,-0.111,1.018
70.020,0.044,-0.115,1.015
70.040,0.043,-0.105,1.012
70.060,0.046,-0.103,1.017
70.080,0.051,-0.106,1.015
70.100,0.036,-0.105,1.012
70.120,0.032,-0.105,1.016
70.140,0.035,-0.108,1.012
70.160,0.029,-0.107,1.011
70.180,0.044,-0.109,1.013
70.200,0.035,-0.108,1.011
70.220,0.038,-0.108,1.015
70.240,0.045,-0.109,1.013
70.260,0.039,-0.108,1.007
70.280,0.035,-0.105,1.012
70.300,0.042,-0.111,1.015
70.320,0.041,-0.108,1.017
70.340,0.046,-0.108,1.017
70.360,0.047,-0.109,1.011
70.380,0.042,-0.105,1.009
70.400,0.040,-0.104,1.008
70.420,0.033,-0.104,1.010
70.440,0.037,-0.105,1.010
70.460,0.042,-0.105,1.017
70.480,0.042,-0.112,1.014
70.500,0.046,-0.112,1.011
70.520,0.034,-0.107,1.015
70.540,0.025,-0.110,1.008
70.560,0.026,-0.110,1.011
70.580,0.035,-0.111,1.020
70.600,0.042,-0.112,1.016
70.620,0.041,-0.108,1.012
70.640,0.044,-0.107,1.010
70.660,0.037,-0.107,1.012
70.680,0.042,-0.112,1.013
70.700,0.039,-0.110,1.014
70.720,0.040,-0.109,1.016
70.740,0.044,-0.111,1.012
70.760,0.038,-0.108,1.013
70.780,0.042,-0.110,1.015
70.800,0.045,-0.113,1.013
70.820,0.043,-0.107,1.014
70.840,0.050,-0.107,1.015
70.860,0.048,-0.109,1.015
70.880,0.044,-0.109,1.014
70.900,0.042,-0.111,1.013
70.920,0.039,-0.104,1.010
70.940,0.039,-0.104,1.008
70.960,0.039,-0.110,1.005
70.980,0.031,-0.103,1.005
71.000,0.037,-0.100,1.011
71.020,0.053,-0.106,1.026
71.040,0.063,-0.114,1.026
71.060,0.044,-0.109,1.013
71.080,0.045,-0.111,1.010
71.100,0.052,-0.106,1.018
71.120,0.051,-0.108,1.010
71.140,0.054,-0.107,1.020
71.160,0.057,-0.122,1.028
71.180,0.030,-0.112,1.000
71.200,0.039,-0.098,1.003
71.220,0.061,-0.102,1.012
71.240,0.045,-0.101,1.011
71.260,0.053,-0.104,1.015
71.280,0.049,-0.105,1.012
71.300,0.046,-0.104,1.008
71.320,0.046,-0.105,1.011
71.340,0.053,-0.105,1.011
71.360,0.054,-0.106,1.011
71.380,0.050,-0.107,1.012
71.400,0.049,-0.111,1.012
71.420,0.050,-0.109,1.016
71.440,0.053,-0.107,1.013
71.460,0.052,-0.107,1.009
71.480,0.055,-0.105,1.011
71.500,0.054,-0.109,1.012
71.520,0.061,-0.111,1.010
71.540,0.051,-0.107,1.016
71.560,0.056,-0.110,1.015
71.580,0.051,-0.109,1.009
71.600,0.055,-0.109,1.016
71.620,0.055,-0.114,1.013
71.640,0.057,-0.111,1.010
71.660,0.058,-0.110,1.014
71.680,0.062,-0.109,1.009
71.700,0.060,-0.108,1.013
71.720,0.054,-0.110,1.013
71.740,0.058,-0.111,1.012
71.760,0.059,-0.109,1.011
71.780,0.059,-0.112,1.012
71.800,0.056,-0.111,1.011
71.820,0.059,-0.111,1.012
71.840,0.061,-0.115,1.012
71.860,0.061,-0.114,1.009
71.880,0.060,-0.111,1.012
71.900,0.058,-0.112,1.013
71.920,0.062,-0.113,1.012
71.940,0.058,-0.112,1.010
71.960,0.061,-0.116,1.013
71.980,0.059,-0.114,1.010
72.000,0.054,-0.113,1.011
72.020,0.059,-0.115,1.012
72.040,0.055,-0.115,1.012
72.060,0.059,-0.116,1.012
72.080,0.064,-0.117,1.012
72.100,0.064,-0.115,1.014
72.120,0.063,-0.115,1.012
72.140,0.063,-0.113,1.009
72.160,0.058,-0.111,1.006
72.180,0.056,-0.106,1.009
72.200,0.063,-0.111,1.013
72.220,0.063,-0.113,1.012
72.240,0.058,-0.114,1.011
72.260,0.065,-0.116,1.013
72.280,0.052,-0.110,1.013
72.300,0.063,-0.113,1.012
72.320,0.062,-0.112,1.014
72.340,0.059,-0.111,1.010
72.360,0.059,-0.113,1.010
72.380,0.059,-0.115,1.014
72.400,0.058,-0.114,1.014
72.420,0.051,-0.112,1.008
72.440,0.056,-0.113,1.007
72.460,0.056,-0.111,1.012
72.480,0.055,-0.116,1.017
72.500,0.063,-0.117,1.025
72.520,0.103,-0.110,1.025
72.540,0.087,-0.121,1.026
72.560,0.061,-0.115,1.038
72.580,0.042,-0.107,1.004
72.600,0.030,-0.115,0.975
72.620,0.042,-0.122,1.011
72.640,0.051,-0.110,1.064
72.660,0.045,-0.114,1.055
72.680,0.041,-0.122,1.010
72.700,0.030,-0.125,0.984
72.720,0.011,-0.126,0.995
72.740,0.003,-0.128,1.022
72.760,0.011,-0.135,1.038
72.780,0.032,-0.141,1.021
72.800,0.049,-0.143,1.010
72.820,0.052,-0.151,1.010
72.840,0.061,-0.160,0.990
72.860,0.063,-0.154,0.972
72.880,0.067,-0.142,0.968
72.900,0.078,-0.137,0.972
72.920,0.085,-0.127,0.975
72.940,0.075,-0.133,0.990
72.960,0.094,-0.126,1.018
72.980,0.102,-0.134,1.030
73.000,0.073,-0.136,1.030
73.020,0.061,-0.142,1.033
73.040,0.053,-0.152,1.017
73.060,0.042,-0.158,0.984
73.080,0.030,-0.156,0.980
73.100,0.028,-0.153,1.001
73.120,0.043,-0.149,1.012
73.140,0.060,-0.142,1.022
73.160,0.077,-0.134,1.030
73.180,0.089,-0.131,1.035
73.200,0.062,-0.119,1.048
73.220,0.058,-0.122,1.087
73.240,0.049,-0.132,1.064
73.260,0.028,-0.150,0.997
73.280,0.024,-0.158,0.949
73.300,0.018,-0.166,0.924
73.320,0.019,-0.158,0.929
73.340,0.017,-0.159,0.974
73.360,0.053,-0.166,1.016
73.380,0.041,-0.159,1.024
73.400,0.037,-0.147,1.011
73.420,0.042,-0.139,0.993
73.440,0.041,-0.140,1.001
73.460,0.039,-0.157,1.017
73.480,0.051,-0.161,1.024
73.500,0.059,-0.151,1.022
73.520,0.054,-0.143,1.012
73.540,0.046,-0.136,1.001
73.560,0.032,-0.140,1.000
73.580,0.036,-0.147,1.014
73.600,0.038,-0.157,1.023
73.620,0.050,-0.156,1.017
73.640,0.060,-0.152,1.008
73.660,0.050,-0.145,1.006
73.680,0.041,-0.143,1.007
73.700,0.035,-0.149,1.013
73.720,0.038,-0.153,1.005
73.740,0.038,-0.150,0.994
73.760,0.042,-0.147,0.988
73.780,0.049,-0.145,0.995
73.800,0.043,-0.146,1.012
73.820,0.037,-0.145,1.024
73.840,0.045,-0.151,1.023
73.860,0.049,-0.153,1.010
73.880,0.058,-0.148,0.995
73.900,0.054,-0.148,0.989
73.920,0.054,-0.148,0.998
73.940,0.042,-0.148,1.012
73.960,0.036,-0.147,1.020
73.980,0.036,-0.149,1.018
74.000,0.037,-0.149,1.011
74.020,0.042,-0.151,1.003
74.040,0.040,-0.149,1.000
74.060,0.041,-0.147,1.009
74.080,0.035,-0.146,1.015
74.100,0.034,-0.141,1.013
74.120,0.033,-0.138,1.009
74.140,0.032,-0.132,0.999
74.160,0.032,-0.130,0.995
74.180,0.036,-0.134,1.008
74.200,0.044,-0.142,1.022
74.220,0.047,-0.145,1.023
74.240,0.049,-0.142,1.010
74.260,0.041,-0.138,0.998
74.280,0.043,-0.133,1.000
74.300,0.043,-0.132,1.010
74.320,0.041,-0.136,1.021
74.340,0.042,-0.141,1.019
74.360,0.038,-0.140,1.016
74.380,0.037,-0.137,1.010
74.400,0.038,-0.135,1.010
74.420,0.038,-0.134,1.016
74.440,0.039,-0.134,1.026
74.460,0.034,-0.136,1.034
74.480,0.041,-0.137,1.045
74.500,0.040,-0.132,1.081
74.520,0.001,-0.133,1.130
74.540,-0.049,-0.120,1.174
74.560,-0.018,-0.123,1.214
74.580,-0.030,-0.137,1.191
74.600,-0.041,-0.130,1.166
74.620,-0.030,-0.144,1.077
74.640,0.058,-0.155,0.921
74.660,0.210,-0.137,0.879
74.680,0.401,-0.195,1.094
74.700,0.423,-0.269,1.123
74.720,0.423,-0.300,1.039
74.740,0.444,-0.361,1.002
74.760,0.519,-0.399,0.994
