time,x-acceleration,y-acceleration,z-acceleration
179.000,0.112,-0.072,1.014
179.020,0.199,-0.073,1.047
179.040,0.202,-0.103,0.983
179.060,0.189,-0.108,0.945
179.080,0.175,-0.096,1.007
179.100,0.210,-0.094,1.048
179.120,0.237,-0.095,1.057
179.140,0.182,-0.066,1.015
179.160,0.130,-0.048,1.042
179.180,0.173,-0.076,1.011
179.200,0.172,-0.108,0.906
179.220,0.152,-0.122,0.858
179.240,0.169,-0.130,0.889
179.260,0.171,-0.134,0.959
179.280,0.186,-0.098,1.046
179.300,0.178,-0.090,1.087
179.320,0.169,-0.093,1.084
179.340,0.214,-0.104,1.025
179.360,0.208,-0.100,0.983
179.380,0.159,-0.083,0.948
179.400,0.176,-0.064,1.028
179.420,0.154,-0.057,1.048
179.440,0.165,-0.085,0.989
179.460,0.149,-0.098,0.953
179.480,0.135,-0.095,0.981
179.500,0.103,-0.087,0.990
179.520,0.088,-0.077,1.006
179.540,0.157,-0.093,1.036
179.560,0.178,-0.103,1.037
179.580,0.183,-0.101,1.028
179.600,0.188,-0.100,1.036
179.620,0.174,-0.092,1.053
179.640,0.146,-0.105,1.053
179.660,0.115,-0.114,1.043
179.680,0.072,-0.144,0.973
179.700,0.097,-0.109,0.892
179.720,0.245,-0.152,0.947
179.740,0.246,-0.187,1.009
179.760,0.170,-0.157,0.969
179.780,0.117,-0.139,0.926
179.800,0.045,-0.140,0.971
179.820,0.040,-0.127,1.048
179.840,0.076,-0.135,1.088
179.860,0.052,-0.123,1.069
179.880,0.002,-0.120,1.016
179.900,-0.032,-0.125,0.966
179.920,-0.037,-0.126,0.949
179.940,0.004,-0.128,0.968
179.960,-0.008,-0.131,0.992
179.980,-0.049,-0.112,1.001
180.000,-0.082,-0.099,1.048
180.020,-0.054,-0.107,1.072
180.040,-0.044,-0.112,1.035
180.060,-0.033,-0.116,1.000
180.080,-0.041,-0.110,0.999
180.100,-0.015,-0.114,0.996
180.120,-0.039,-0.115,1.002
180.140,-0.029,-0.109,1.024
180.160,-0.012,-0.124,1.028
180.180,-0.023,-0.124,1.016
180.200,0.006,-0.125,1.010
180.220,-0.002,-0.127,1.009
180.240,0.006,-0.126,1.014
180.260,-0.019,-0.127,1.009
180.280,-0.045,-0.124,1.000
180.300,-0.037,-0.120,1.007
180.320,-0.021,-0.118,1.024
180.340,-0.021,-0.121,1.023
180.360,-0.021,-0.122,1.010
180.380,-0.024,-0.122,1.003
180.400,-0.019,-0.119,1.006
180.420,-0.015,-0.123,1.015
180.440,-0.038,-0.122,1.010
180.460,-0.027,-0.123,1.015
180.480,-0.014,-0.124,1.025
180.500,-0.014,-0.124,1.018
180.520,-0.023,-0.125,1.005
180.540,-0.030,-0.125,1.001
180.560,-0.021,-0.122,1.016
180.580,-0.028,-0.123,1.020
180.600,-0.031,-0.121,1.014
180.620,-0.033,-0.118,1.010
180.640,-0.030,-0.118,1.010
180.660,-0.025,-0.117,1.015
180.680,-0.035,-0.119,1.013
180.700,-0.022,-0.120,1.012
180.720,-0.016,-0.119,1.020
180.740,-0.025,-0.121,1.017
180.760,-0.037,-0.118,1.017
180.780,-0.048,-0.116,1.008
180.800,-0.031,-0.114,1.009
180.820,-0.021,-0.120,1.014
180.840,-0.031,-0.121,1.010
180.860,-0.023,-0.116,1.011
180.880,-0.019,-0.119,0.998
180.900,-0.010,-0.112,0.997
180.920,-0.030,-0.122,1.013
180.940,-0.029,-0.121,1.024
180.960,0.013,-0.125,1.084
180.980,0.014,-0.122,1.107
181.000,0.019,-0.111,1.045
181.020,-0.064,-0.089,0.947
181.040,-0.114,-0.087,1.027
181.060,-0.027,-0.111,1.070
181.080,-0.138,-0.105,0.997
181.100,-0.128,-0.102,0.956
181.120,-0.057,-0.097,0.969
181.140,-0.088,-0.101,0.949
181.160,-0.137,-0.100,0.924
181.180,-0.122,-0.106,0.927
181.200,-0.059,-0.102,0.959
181.220,-0.129,-0.081,0.974
181.240,-0.078,-0.092,1.057
181.260,0.128,-0.129,1.135
181.280,0.157,-0.143,1.108
181.300,0.111,-0.142,1.035
181.320,0.083,-0.123,1.001
181.340,0.112,-0.117,1.004
181.360,0.105,-0.109,0.987
181.380,0.126,-0.111,0.956
181.400,0.079,-0.113,0.940
181.420,0.075,-0.090,0.994
181.440,0.193,-0.089,1.070
181.460,0.197,-0.094,1.066
181.480,0.175,-0.112,1.032
181.500,0.177,-0.122,1.007
181.520,0.046,-0.125,0.929
181.540,0.125,-0.118,0.950
181.560,0.147,-0.123,1.039
181.580,0.113,-0.114,1.026
181.600,0.177,-0.111,1.049
181.620,0.113,-0.103,1.035
181.640,0.170,-0.108,1.000
181.660,0.144,-0.113,0.956
181.680,0.172,-0.107,0.948
181.700,0.204,-0.111,0.974
181.720,0.216,-0.105,1.002
181.740,0.195,-0.103,1.007
181.760,0.203,-0.109,0.984
181.780,0.291,-0.117,0.991
181.800,0.254,-0.104,1.026
181.820,0.187,-0.101,1.023
181.840,0.175,-0.104,1.013
181.860,0.157,-0.113,0.997
181.880,0.136,-0.110,0.979
181.900,0.178,-0.096,1.015
181.920,0.141,-0.089,1.043
181.940,0.117,-0.086,1.022
181.960,0.069,-0.101,1.018
181.980,0.133,-0.119,1.000
182.000,0.118,-0.103,1.019
182.020,-0.061,-0.068,1.005
182.040,0.122,-0.097,1.024
182.060,0.168,-0.110,0.953
182.080,0.173,-0.122,0.917
182.100,0.078,-0.114,0.945
182.120,0.043,-0.106,0.975
182.140,0.148,-0.109,0.966
182.160,0.195,-0.116,0.943
182.180,0.309,-0.101,1.032
182.200,0.340,-0.106,1.065
182.220,0.306,-0.108,1.022
182.240,0.317,-0.122,1.003
182.260,0.250,-0.119,0.981
182.280,0.248,-0.115,0.960
182.300,0.242,-0.105,0.975
182.320,0.206,-0.094,0.990
182.340,0.173,-0.090,0.981
182.360,0.165,-0.086,0.972
182.380,0.235,-0.085,1.005
182.400,0.212,-0.083,1.027
182.420,0.194,-0.083,1.023
182.440,0.189,-0.094,1.001
182.460,0.162,-0.098,0.963
182.480,0.198,-0.094,0.979
182.500,0.242,-0.097,1.015
182.520,0.235,-0.094,1.011
182.540,0.220,-0.095,0.995
182.560,0.239,-0.098,0.998
182.580,0.211,-0.100,1.006
182.600,0.230,-0.107,1.003
182.620,0.162,-0.111,0.963
182.640,0.163,-0.100,0.951
182.660,0.167,-0.104,1.003
182.680,0.143,-0.112,1.020
182.700,0.134,-0.120,1.003
182.720,0.100,-0.119,0.991
182.740,0.124,-0.127,1.003
182.760,0.106,-0.125,1.002
182.780,0.114,-0.119,1.009
182.800,0.124,-0.119,0.993
182.820,0.128,-0.113,0.983
182.840,0.160,-0.104,0.987
182.860,0.151,-0.093,1.023
182.880,0.090,-0.112,1.003
182.900,0.009,-0.101,0.964
182.920,0.088,-0.112,0.988
182.940,0.193,-0.093,1.065
182.960,0.099,-0.078,1.053
182.980,0.134,-0.083,1.031
183.000,0.140,-0.100,1.011
183.020,0.151,-0.105,0.959
183.040,0.159,-0.104,0.973
183.060,0.115,-0.111,0.964
183.080,0.156,-0.122,0.962
183.100,0.165,-0.121,0.964
183.120,0.290,-0.124,1.067
183.140,0.199,-0.120,1.059
183.160,0.168,-0.113,1.029
183.180,0.121,-0.103,0.995
183.200,0.164,-0.087,0.969
183.220,0.177,-0.093,0.957
183.240,0.134,-0.087,0.954
183.260,0.191,-0.094,0.984
183.280,0.207,-0.097,1.025
183.300,0.168,-0.125,1.001
183.320,0.185,-0.140,0.979
183.340,0.144,-0.125,0.998
183.360,0.134,-0.123,0.987
183.380,0.233,-0.151,0.948
183.400,0.285,-0.155,0.938
183.420,0.239,-0.135,0.936
183.440,0.254,-0.105,1.001
183.460,0.203,-0.086,1.043
183.480,0.206,-0.082,1.036
183.500,0.172,-0.081,1.002
183.520,0.201,-0.090,1.001
183.540,0.274,-0.114,1.000
183.560,0.215,-0.114,0.985
183.580,0.170,-0.105,0.976
183.600,0.207,-0.113,0.971
183.620,0.266,-0.117,0.977
183.640,0.325,-0.127,0.964
183.660,0.329,-0.127,0.972
183.680,0.200,-0.106,0.986
183.700,0.126,-0.098,0.994
183.720,0.207,-0.109,1.020
183.740,0.199,-0.106,1.013
183.760,0.166,-0.100,0.996
183.780,0.151,-0.111,0.985
183.800,0.129,-0.113,0.987
183.820,0.139,-0.116,0.988
183.840,0.180,-0.139,0.984
183.860,0.237,-0.143,0.977
183.880,0.210,-0.129,0.968
183.900,0.139,-0.116,0.935
183.920,0.058,-0.113,0.975
183.940,0.214,-0.076,1.120
183.960,0.270,-0.089,1.090
183.980,0.216,-0.105,0.990
184.000,0.153,-0.097,0.938
184.020,0.148,-0.069,0.917
184.040,0.113,-0.033,0.955
184.060,0.121,-0.015,1.012
184.080,0.135,0.035,1.075
184.100,0.153,0.057,1.081
184.120,0.246,0.039,1.058
184.140,0.234,0.006,1.017
184.160,0.147,-0.020,0.966
184.180,0.209,-0.053,0.946
184.200,0.225,-0.071,0.960
184.220,0.167,-0.062,0.960
184.240,0.191,-0.058,0.972
184.260,0.224,-0.039,1.044
184.280,0.214,-0.045,1.067
184.300,0.188,-0.063,1.004
184.320,0.208,-0.064,0.976
184.340,0.145,-0.058,0.980
184.360,0.137,-0.048,0.988
184.380,0.152,-0.054,0.998
184.400,0.136,-0.055,0.992
184.420,0.160,-0.057,1.005
184.440,0.166,-0.057,1.019
184.460,0.159,-0.059,1.014
184.480,0.165,-0.066,0.997
184.500,0.167,-0.062,0.993
184.520,0.161,-0.061,1.001
184.540,0.169,-0.063,0.999
184.560,0.174,-0.065,1.007
184.580,0.173,-0.063,1.004
184.600,0.177,-0.062,1.001
184.620,0.171,-0.059,0.997
184.640,0.166,-0.067,0.994
184.660,0.132,-0.069,0.984
184.680,0.149,-0.062,1.000
184.700,0.181,-0.072,1.007
184.720,0.176,-0.063,1.005
184.740,0.188,-0.062,1.006
184.760,0.243,-0.073,1.009
184.780,0.244,-0.076,0.986
184.800,0.216,-0.075,0.976
184.820,0.224,-0.080,0.960
184.840,0.259,-0.085,0.964
184.860,0.209,-0.072,0.976
184.880,0.235,-0.066,0.999
184.900,0.241,-0.064,0.989
184.920,0.129,-0.041,0.985
184.940,0.128,-0.017,1.080
184.960,0.212,-0.027,1.064
184.980,0.219,-0.063,0.943
185.000,0.203,-0.050,0.957
185.020,0.205,-0.052,0.994
185.040,0.205,-0.063,0.988
185.060,0.235,-0.072,0.948
185.080,0.213,-0.067,0.909
185.100,0.204,-0.050,1.023
185.120,0.229,-0.027,1.129
185.140,0.135,-0.007,1.079
185.160,0.167,-0.036,0.995
185.180,0.175,-0.048,0.947
185.200,0.165,-0.047,0.977
185.220,0.154,-0.036,0.989
185.240,0.177,-0.044,0.997
185.260,0.198,-0.048,0.998
185.280,0.193,-0.050,0.982
185.300,0.180,-0.051,0.975
185.320,0.186,-0.054,0.984
185.340,0.209,-0.061,1.007
185.360,0.211,-0.068,1.006
185.380,0.205,-0.070,1.000
185.400,0.199,-0.072,0.988
185.420,0.217,-0.074,0.975
185.440,0.221,-0.066,1.000
185.460,0.181,-0.064,0.991
185.480,0.215,-0.064,0.996
185.500,0.218,-0.065,1.012
185.520,0.212,-0.065,1.000
185.540,0.221,-0.068,0.983
185.560,0.219,-0.060,0.981
185.580,0.206,-0.059,0.991
185.600,0.204,-0.063,0.997
185.620,0.191,-0.061,0.992
185.640,0.196,-0.061,0.996
185.660,0.202,-0.063,0.991
185.680,0.205,-0.067,0.990
185.700,0.209,-0.066,0.996
185.720,0.205,-0.068,0.995
185.740,0.200,-0.068,0.986
185.760,0.205,-0.061,0.991
185.780,0.203,-0.062,0.994
185.800,0.202,-0.064,0.994
185.820,0.201,-0.066,0.994
185.840,0.202,-0.070,0.991
185.860,0.206,-0.071,0.995
185.880,0.203,-0.070,0.987
185.900,0.206,-0.063,0.993
185.920,0.200,-0.065,0.993
185.940,0.201,-0.065,0.995
185.960,0.197,-0.064,0.994
185.980,0.201,-0.065,0.994
186.000,0.206,-0.065,0.994
186.020,0.204,-0.070,0.990
186.040,0.203,-0.069,0.990
186.060,0.206,-0.070,0.991
186.080,0.200,-0.067,0.994
186.100,0.200,-0.067,0.995
186.120,0.202,-0.068,0.995
186.140,0.202,-0.067,0.991
186.160,0.204,-0.067,0.990
186.180,0.202,-0.067,0.994
186.200,0.199,-0.068,0.995
186.220,0.199,-0.067,0.994
186.240,0.199,-0.069,0.993
186.260,0.195,-0.069,0.993
186.280,0.199,-0.067,0.994
186.300,0.198,-0.068,0.995
186.320,0.203,-0.068,0.995
186.340,0.195,-0.066,0.995
186.360,0.196,-0.068,0.991
186.380,0.194,-0.069,0.992
186.400,0.201,-0.073,0.993
186.420,0.201,-0.071,0.997
186.440,0.201,-0.070,0.995
186.460,0.200,-0.069,0.993
186.480,0.201,-0.069,0.992
186.500,0.199,-0.070,0.996
186.520,0.201,-0.070,0.994
186.540,0.197,-0.067,0.992
186.560,0.195,-0.070,0.994
186.580,0.198,-0.072,0.994
186.600,0.196,-0.070,0.994
186.620,0.196,-0.073,0.995
186.640,0.192,-0.073,0.998
186.660,0.197,-0.070,0.994
186.680,0.195,-0.067,0.995
186.700,0.196,-0.069,0.999
186.720,0.192,-0.071,0.996
186.740,0.194,-0.071,0.997
186.760,0.191,-0.074,0.998
186.780,0.192,-0.073,1.000
186.800,0.189,-0.073,0.999
186.820,0.188,-0.076,0.992
186.840,0.194,-0.075,0.992
186.860,0.192,-0.079,0.992
186.880,0.195,-0.081,0.992
186.900,0.199,-0.077,0.998
186.920,0.195,-0.071,1.007
186.940,0.192,-0.073,1.004
186.960,0.188,-0.067,1.011
186.980,0.180,-0.064,1.010
187.000,0.167,-0.063,1.006
187.020,0.154,-0.055,1.026
187.040,0.168,-0.059,1.061
187.060,0.264,-0.103,1.101
187.080,0.256,-0.105,1.161
187.100,0.277,-0.086,1.204
187.120,0.240,-0.103,1.138
187.140,0.244,-0.105,1.107
187.160,0.295,-0.113,1.169
187.180,0.324,-0.129,1.184
187.200,0.357,-0.137,1.166
187.220,0.396,-0.140,1.174
187.240,0.389,-0.160,1.181
187.260,0.390,-0.205,1.156
187.280,0.431,-0.237,1.111
187.300,0.443,-0.253,1.039
187.320,0.453,-0.292,0.968
187.340,0.439,-0.334,0.852
187.360,0.479,-0.367,0.776
187.380,0.442,-0.406,0.749
187.400,0.380,-0.461,0.691
187.420,0.346,-0.518,0.616
187.440,0.242,-0.561,0.567
187.460,0.179,-0.619,0.509
187.480,0.227,-0.679,0.450
187.500,0.236,-0.729,0.422
187.520,0.097,-0.756,0.375
187.540,0.062,-0.776,0.308
187.560,0.101,-0.819,0.287
187.580,0.027,-0.821,0.300
187.600,-0.090,-0.823,0.266
187.620,-0.109,-0.856,0.225
187.640,-0.177,-0.870,0.186
187.660,-0.250,-0.873,0.197
187.680,-0.279,-0.868,0.235
187.700,-0.313,-0.898,0.310
187.720,-0.329,-0.883,0.335
187.740,-0.361,-0.842,0.354
187.760,-0.416,-0.843,0.396
187.780,-0.524,-0.829,0.407
187.800,-0.561,-0.816,0.433
187.820,-0.493,-0.820,0.484
187.840,-0.452,-0.816,0.502
187.860,-0.449,-0.825,0.568
187.880,-0.450,-0.812,0.570
187.900,-0.448,-0.824,0.496
187.920,-0.387,-0.844,0.457
187.940,-0.305,-0.859,0.445
187.960,-0.232,-0.877,0.450
187.980,-0.202,-0.886,0.461
188.000,-0.180,-0.889,0.477
188.020,-0.268,-0.877,0.490
188.040,-0.321,-0.857,0.495
188.060,-0.278,-0.864,0.485
188.080,-0.300,-0.859,0.443
188.100,-0.301,-0.861,0.440
188.120,-0.305,-0.865,0.455
188.140,-0.306,-0.863,0.480
188.160,-0.315,-0.865,0.475
188.180,-0.278,-0.870,0.467
188.200,-0.268,-0.876,0.457
188.220,-0.322,-0.866,0.452
188.240,-0.328,-0.859,0.474
188.260,-0.311,-0.855,0.493
188.280,-0.317,-0.855,0.477
188.300,-0.312,-0.860,0.462
188.320,-0.319,-0.856,0.465
188.340,-0.323,-0.851,0.478
188.360,-0.328,-0.858,0.479
188.380,-0.344,-0.852,0.481
188.400,-0.356,-0.849,0.481
188.420,-0.316,-0.860,0.467
188.440,-0.279,-0.872,0.422
188.460,-0.287,-0.892,0.388
188.480,-0.348,-0.884,0.403
188.500,-0.284,-0.873,0.453
188.520,-0.255,-0.875,0.535
188.540,-0.231,-0.856,0.570
188.560,-0.196,-0.868,0.553
188.580,-0.338,-0.831,0.443
188.600,-0.397,-0.829,0.299
188.620,-0.376,-0.853,0.282
188.640,-0.371,-0.838,0.374
188.660,-0.413,-0.815,0.439
188.680,-0.464,-0.802,0.458
188.700,-0.583,-0.789,0.469
188.720,-0.641,-0.774,0.479
188.740,-0.443,-0.791,0.525
188.760,-0.356,-0.799,0.561
188.780,-0.409,-0.796,0.495
188.800,-0.413,-0.804,0.459
188.820,-0.507,-0.798,0.487
188.840,-0.436,-0.803,0.522
188.860,-0.343,-0.815,0.526
188.880,-0.403,-0.807,0.504
188.900,-0.394,-0.812,0.477
188.920,-0.399,-0.813,0.463
188.940,-0.411,-0.813,0.471
188.960,-0.392,-0.814,0.472
188.980,-0.438,-0.813,0.490
189.000,-0.406,-0.807,0.527
189.020,-0.398,-0.800,0.539
189.040,-0.428,-0.792,0.523
189.060,-0.451,-0.792,0.510
189.080,-0.470,-0.789,0.511
189.100,-0.451,-0.790,0.521
189.120,-0.417,-0.800,0.512
189.140,-0.402,-0.802,0.522
189.160,-0.404,-0.808,0.515
189.180,-0.371,-0.815,0.479
189.200,-0.404,-0.823,0.447
189.220,-0.382,-0.829,0.461
189.240,-0.345,-0.832,0.479
189.260,-0.330,-0.835,0.481
189.280,-0.322,-0.834,0.482
189.300,-0.332,-0.843,0.480
189.320,-0.329,-0.848,0.482
189.340,-0.298,-0.857,0.482
189.360,-0.319,-0.855,0.454
189.380,-0.313,-0.844,0.453
189.400,-0.304,-0.848,0.465
189.420,-0.370,-0.833,0.454
189.440,-0.363,-0.839,0.466
189.460,-0.356,-0.839,0.473
189.480,-0.385,-0.832,0.458
189.500,-0.394,-0.832,0.442
189.520,-0.414,-0.830,0.437
189.540,-0.383,-0.838,0.457
189.560,-0.414,-0.838,0.455
189.580,-0.465,-0.818,0.428
189.600,-0.473,-0.819,0.408
189.620,-0.473,-0.815,0.413
189.640,-0.478,-0.812,0.417
189.660,-0.481,-0.814,0.424
189.680,-0.491,-0.813,0.425
189.700,-0.506,-0.810,0.408
189.720,-0.492,-0.812,0.398
189.740,-0.479,-0.815,0.413
189.760,-0.456,-0.822,0.419
189.780,-0.441,-0.823,0.409
189.800,-0.467,-0.816,0.405
189.820,-0.472,-0.815,0.422
189.840,-0.463,-0.813,0.439
189.860,-0.471,-0.813,0.431
189.880,-0.475,-0.811,0.410
189.900,-0.483,-0.811,0.414
189.920,-0.486,-0.812,0.412
189.940,-0.479,-0.814,0.408
189.960,-0.486,-0.814,0.400
189.980,-0.483,-0.812,0.396
190.000,-0.475,-0.813,0.399
190.020,-0.489,-0.809,0.397
190.040,-0.488,-0.807,0.408
190.060,-0.473,-0.811,0.415
190.080,-0.469,-0.812,0.425
190.100,-0.468,-0.812,0.429
190.120,-0.474,-0.808,0.430
190.140,-0.469,-0.809,0.430
190.160,-0.469,-0.811,0.421
190.180,-0.476,-0.808,0.410
190.200,-0.477,-0.809,0.410
190.220,-0.478,-0.809,0.415
190.240,-0.490,-0.807,0.413
190.260,-0.484,-0.805,0.423
190.280,-0.480,-0.807,0.433
190.300,-0.488,-0.803,0.421
190.320,-0.482,-0.802,0.414
190.340,-0.467,-0.808,0.430
190.360,-0.478,-0.807,0.430
190.380,-0.483,-0.802,0.417
190.400,-0.470,-0.805,0.410
190.420,-0.470,-0.808,0.418
190.440,-0.481,-0.803,0.423
190.460,-0.475,-0.802,0.428
190.480,-0.478,-0.803,0.434
190.500,-0.486,-0.798,0.426
190.520,-0.486,-0.798,0.417
190.540,-0.489,-0.798,0.415
190.560,-0.493,-0.796,0.418
190.580,-0.505,-0.795,0.414
190.600,-0.512,-0.792,0.411
190.620,-0.514,-0.790,0.419
190.640,-0.522,-0.786,0.420
190.660,-0.529,-0.787,0.421
190.680,-0.542,-0.784,0.412
190.700,-0.532,-0.783,0.401
190.720,-0.515,-0.788,0.400
190.740,-0.518,-0.787,0.395
190.760,-0.520,-0.787,0.396
190.780,-0.526,-0.784,0.396
190.800,-0.532,-0.784,0.406
190.820,-0.548,-0.781,0.420
190.840,-0.541,-0.777,0.417
190.860,-0.530,-0.778,0.412
190.880,-0.519,-0.783,0.409
190.900,-0.517,-0.782,0.406
190.920,-0.518,-0.782,0.405
190.940,-0.525,-0.780,0.416
190.960,-0.544,-0.777,0.423
190.980,-0.545,-0.771,0.420
191.000,-0.540,-0.772,0.419
191.020,-0.536,-0.770,0.425
191.040,-0.537,-0.774,0.424
191.060,-0.531,-0.771,0.419
191.080,-0.532,-0.772,0.417
191.100,-0.543,-0.772,0.418
191.120,-0.537,-0.777,0.417
191.140,-0.535,-0.777,0.415
191.160,-0.536,-0.773,0.408
191.180,-0.539,-0.772,0.399
191.200,-0.525,-0.778,0.414
191.220,-0.523,-0.775,0.428
191.240,-0.533,-0.769,0.435
191.260,-0.524,-0.772,0.453
191.280,-0.537,-0.768,0.444
191.300,-0.526,-0.772,0.427
191.320,-0.545,-0.767,0.416
191.340,-0.538,-0.769,0.423
191.360,-0.532,-0.774,0.422
191.380,-0.550,-0.769,0.411
191.400,-0.553,-0.770,0.409
191.420,-0.557,-0.769,0.417
191.440,-0.562,-0.767,0.419
191.460,-0.559,-0.770,0.422
191.480,-0.599,-0.759,0.442
191.500,-0.601,-0.745,0.465
191.520,-0.576,-0.746,0.479
191.540,-0.517,-0.763,0.477
191.560,-0.531,-0.757,0.427
191.580,-0.553,-0.808,0.318
191.600,-0.602,-0.849,0.273
191.620,-0.597,-0.819,0.382
191.640,-0.547,-0.861,0.473
191.660,-0.585,-0.961,0.482
191.680,-0.614,-0.988,0.456
191.700,-0.552,-0.927,0.428
191.720,-0.500,-0.839,0.467
191.740,-0.515,-0.719,0.501
191.760,-0.486,-0.570,0.523
191.780,-0.452,-0.432,0.494
191.800,-0.386,-0.285,0.436
191.820,-0.205,-0.166,0.571
191.840,-0.125,-0.056,0.688
191.860,-0.135,0.054,0.747
191.880,-0.216,0.172,0.646
191.900,-0.412,0.351,0.394
191.920,-0.365,0.472,0.381
191.940,0.002,0.514,0.861
191.960,0.226,0.474,1.147
191.980,0.013,0.358,1.112
192.000,-0.205,0.288,1.042
192.020,-0.102,0.193,1.085
192.040,0.135,0.109,1.161
192.060,0.160,0.058,1.191
192.080,0.052,0.004,1.154
192.100,0.021,-0.041,1.117
192.120,0.166,-0.103,1.225
192.140,0.232,-0.171,1.231
192.160,0.205,-0.188,1.143
192.180,0.155,-0.157,1.059
192.200,0.103,-0.060,1.091
192.220,0.153,0.066,1.197
192.240,0.069,0.171,1.193
192.260,-0.019,0.238,1.158
192.280,-0.071,0.257,1.140
192.300,-0.030,0.244,1.109
192.320,0.028,0.243,1.041
192.340,-0.077,0.276,0.949
192.360,-0.231,0.242,1.019
192.380,-0.037,0.161,1.016
192.400,0.129,0.106,0.952
192.420,0.207,0.121,0.990
192.440,0.299,0.094,1.095
192.460,0.233,0.100,1.107
192.480,0.128,0.098,1.107
192.500,0.052,0.061,1.109
192.520,0.031,0.046,1.086
192.540,0.003,0.036,1.037
192.560,0.025,0.062,1.002
192.580,0.069,0.089,1.021
192.600,0.131,0.097,1.088
192.620,0.147,0.092,1.130
192.640,0.135,0.050,1.119
192.660,0.077,0.060,1.067
192.680,0.084,0.080,1.011
192.700,0.104,0.090,1.003
192.720,0.089,0.109,1.005
192.740,0.140,0.110,0.989
192.760,0.159,0.094,0.997
192.780,0.143,0.096,0.976
192.800,0.211,0.073,0.963
192.820,0.242,0.065,0.962
192.840,0.200,0.074,0.941
192.860,0.240,0.056,0.939
192.880,0.216,0.025,0.963
192.900,0.188,0.006,0.973
192.920,0.178,-0.034,1.010
192.940,0.173,-0.057,1.066
192.960,0.191,-0.058,1.074
192.980,0.236,-0.063,1.035
193.000,0.293,-0.075,1.022
193.020,0.270,-0.065,0.994
193.040,0.296,-0.043,0.928
193.060,0.385,-0.034,0.869
193.080,0.417,-0.020,0.793
193.100,0.526,0.009,0.810
193.120,0.551,0.044,0.872
193.140,0.576,0.099,0.900
193.160,0.557,0.115,0.888
193.180,0.476,0.133,0.853
193.200,0.465,0.135,0.797
193.220,0.523,0.125,0.795
193.240,0.530,0.139,0.846
193.260,0.473,0.147,0.851
193.280,0.493,0.155,0.855
193.300,0.467,0.177,0.878
193.320,0.477,0.159,0.876
193.340,0.547,0.140,0.914
193.360,0.502,0.164,0.929
193.380,0.471,0.171,0.922
193.400,0.467,0.174,0.940
193.420,0.432,0.164,0.910
193.440,0.406,0.135,0.872
193.460,0.398,0.124,0.888
193.480,0.381,0.111,0.927
193.500,0.367,0.089,0.938
193.520,0.369,0.067,0.929
193.540,0.362,0.062,0.920
193.560,0.377,0.051,0.923
193.580,0.400,0.042,0.925
193.600,0.374,0.052,0.905
193.620,0.387,0.056,0.906
193.640,0.398,0.057,0.922
193.660,0.393,0.064,0.910
193.680,0.413,0.074,0.918
193.700,0.408,0.079,0.926
193.720,0.420,0.084,0.939
193.740,0.408,0.090,0.946
193.760,0.399,0.080,0.928
193.780,0.401,0.063,0.912
193.800,0.397,0.055,0.916
193.820,0.396,0.058,0.937
193.840,0.396,0.059,0.940
193.860,0.403,0.055,0.927
193.880,0.407,0.055,0.925
193.900,0.403,0.058,0.929
193.920,0.408,0.055,0.920
193.940,0.415,0.061,0.923
193.960,0.412,0.068,0.925
193.980,0.412,0.073,0.921
194.000,0.413,0.067,0.920
194.020,0.406,0.063,0.913
194.040,0.393,0.066,0.907
194.060,0.398,0.066,0.913
194.080,0.406,0.068,0.919
194.100,0.397,0.070,0.930
194.120,0.399,0.065,0.932
194.140,0.407,0.064,0.929
194.160,0.414,0.069,0.932
194.180,0.409,0.071,0.931
194.200,0.408,0.074,0.929
194.220,0.409,0.074,0.922
194.240,0.400,0.071,0.916
194.260,0.400,0.068,0.914
194.280,0.401,0.068,0.923
194.300,0.398,0.070,0.930
194.320,0.396,0.069,0.932
194.340,0.395,0.067,0.929
194.360,0.393,0.067,0.928
194.380,0.406,0.071,0.930
194.400,0.404,0.072,0.932
194.420,0.398,0.071,0.930
194.440,0.398,0.072,0.931
194.460,0.396,0.073,0.933
194.480,0.396,0.073,0.925
194.500,0.399,0.075,0.914
194.520,0.404,0.074,0.916
194.540,0.413,0.071,0.914
194.560,0.406,0.072,0.912
194.580,0.407,0.073,0.917
194.600,0.402,0.070,0.922
194.620,0.400,0.070,0.925
194.640,0.393,0.073,0.926
194.660,0.391,0.073,0.927
194.680,0.394,0.072,0.931
194.700,0.393,0.071,0.934
194.720,0.392,0.070,0.927
194.740,0.392,0.071,0.920
194.760,0.395,0.071,0.917
194.780,0.396,0.073,0.921
194.800,0.394,0.073,0.921
194.820,0.395,0.071,0.919
194.840,0.393,0.074,0.924
194.860,0.392,0.075,0.923
194.880,0.388,0.073,0.925
194.900,0.388,0.073,0.928
194.920,0.386,0.072,0.932
194.940,0.388,0.071,0.933
194.960,0.392,0.071,0.929
194.980,0.393,0.071,0.930
195.000,0.396,0.070,0.927
195.020,0.394,0.073,0.922
195.040,0.394,0.076,0.927
195.060,0.391,0.077,0.924
195.080,0.388,0.077,0.921
195.100,0.389,0.075,0.924
195.120,0.390,0.073,0.925
195.140,0.389,0.071,0.929
195.160,0.389,0.070,0.930
195.180,0.391,0.073,0.933
195.200,0.397,0.073,0.931
195.220,0.396,0.074,0.926
195.240,0.394,0.074,0.927
195.260,0.395,0.077,0.924
