time,x-acceleration,y-acceleration,z-acceleration
44.440,-0.324,0.979,0.420
44.460,-0.239,0.831,0.381
44.480,-0.178,0.728,0.354
44.500,-0.130,0.694,0.351
44.520,-0.101,0.735,0.353
44.540,-0.083,0.822,0.357
44.560,-0.065,0.893,0.350
44.580,-0.060,0.891,0.325
44.600,-0.081,0.843,0.304
44.620,-0.129,0.799,0.291
44.640,-0.164,0.782,0.280
44.660,-0.215,0.806,0.285
44.680,-0.267,0.841,0.295
44.700,-0.291,0.854,0.300
44.720,-0.302,0.828,0.292
44.740,-0.317,0.769,0.289
44.760,-0.313,0.714,0.290
44.780,-0.314,0.687,0.283
44.800,-0.310,0.690,0.292
44.820,-0.316,0.705,0.305
44.840,-0.340,0.716,0.309
44.860,-0.361,0.718,0.302
44.880,-0.371,0.723,0.304
44.900,-0.372,0.760,0.327
44.920,-0.365,0.817,0.361
44.940,-0.349,0.898,0.381
44.960,-0.326,0.971,0.389
44.980,-0.294,1.011,0.385
45.000,-0.260,1.107,0.368
45.020,-0.250,1.216,0.376
45.040,-0.278,1.243,0.393
45.060,-0.298,1.253,0.388
45.080,-0.326,1.218,0.379
45.100,-0.336,1.108,0.373
45.120,-0.350,1.019,0.359
45.140,-0.333,0.930,0.346
45.160,-0.297,0.837,0.316
45.180,-0.268,0.848,0.283
45.200,-0.245,0.937,0.299
45.220,-0.227,0.997,0.330
45.240,-0.217,1.012,0.335
45.260,-0.201,1.000,0.309
45.280,-0.204,0.983,0.267
45.300,-0.224,0.953,0.246
45.320,-0.243,0.922,0.236
45.340,-0.259,0.892,0.221
45.360,-0.260,0.877,0.212
45.380,-0.255,0.883,0.208
45.400,-0.260,0.895,0.202
45.420,-0.251,0.906,0.208
45.440,-0.247,0.927,0.224
45.460,-0.248,0.935,0.226
45.480,-0.255,0.926,0.215
45.500,-0.261,0.912,0.218
45.520,-0.262,0.907,0.235
45.540,-0.253,0.919,0.240
45.560,-0.236,0.954,0.232
45.580,-0.223,0.959,0.230
45.600,-0.233,0.912,0.221
45.620,-0.254,0.954,0.219
45.640,-0.259,1.100,0.252
45.660,-0.231,1.175,0.285
45.680,-0.205,1.172,0.302
45.700,-0.215,1.096,0.281
45.720,-0.212,0.961,0.268
45.740,-0.254,0.851,0.275
45.760,-0.297,0.760,0.289
45.780,-0.284,0.693,0.288
45.800,-0.252,0.708,0.299
45.820,-0.189,0.778,0.339
45.840,-0.150,0.865,0.371
45.860,-0.126,0.929,0.382
45.880,-0.122,0.937,0.368
45.900,-0.146,0.911,0.359
45.920,-0.207,0.882,0.353
45.940,-0.249,0.854,0.352
45.960,-0.267,0.835,0.354
45.980,-0.255,0.827,0.351
46.000,-0.220,0.821,0.356
46.020,-0.196,0.818,0.355
46.040,-0.178,0.820,0.350
46.060,-0.183,0.832,0.348
46.080,-0.204,0.843,0.347
46.100,-0.229,0.855,0.342
46.120,-0.245,0.878,0.344
46.140,-0.252,0.894,0.342
46.160,-0.257,0.902,0.334
46.180,-0.266,0.914,0.338
46.200,-0.266,0.936,0.348
46.220,-0.256,0.967,0.353
46.240,-0.249,0.992,0.346
46.260,-0.246,1.014,0.341
46.280,-0.245,1.082,0.330
46.300,-0.236,1.188,0.347
46.320,-0.242,1.209,0.337
46.340,-0.253,1.240,0.310
46.360,-0.277,1.217,0.321
46.380,-0.282,1.087,0.306
46.400,-0.303,0.937,0.275
46.420,-0.319,0.825,0.256
46.440,-0.301,0.771,0.242
46.460,-0.267,0.790,0.230
46.480,-0.213,0.885,0.250
46.500,-0.166,0.995,0.296
46.520,-0.133,1.077,0.323
46.540,-0.105,1.073,0.306
46.560,-0.125,1.041,0.279
46.580,-0.188,1.006,0.260
46.600,-0.218,0.969,0.248
46.620,-0.231,0.941,0.240
46.640,-0.230,0.916,0.237
46.660,-0.208,0.891,0.234
46.680,-0.188,0.876,0.233
46.700,-0.198,0.875,0.235
46.720,-0.219,0.865,0.236
46.740,-0.242,0.845,0.237
46.760,-0.252,0.824,0.236
46.780,-0.258,0.813,0.246
46.800,-0.261,0.798,0.257
46.820,-0.262,0.789,0.262
46.840,-0.263,0.813,0.272
46.860,-0.252,0.855,0.286
46.880,-0.240,0.883,0.286
46.900,-0.230,0.907,0.276
46.920,-0.233,1.008,0.281
46.940,-0.259,1.125,0.307
46.960,-0.275,1.164,0.319
46.980,-0.290,1.138,0.310
47.000,-0.300,1.060,0.317
47.020,-0.295,0.988,0.336
47.040,-0.285,0.925,0.359
47.060,-0.257,0.827,0.361
47.080,-0.208,0.742,0.336
47.100,-0.138,0.723,0.286
47.120,-0.093,0.789,0.267
47.140,-0.115,0.873,0.314
47.160,-0.140,0.947,0.357
47.180,-0.161,0.986,0.356
47.200,-0.196,0.973,0.347
47.220,-0.229,0.923,0.356
47.240,-0.252,0.871,0.352
47.260,-0.258,0.835,0.341
47.280,-0.236,0.810,0.354
47.300,-0.205,0.798,0.364
47.320,-0.187,0.801,0.363
47.340,-0.194,0.810,0.358
47.360,-0.221,0.812,0.356
47.380,-0.237,0.810,0.352
47.400,-0.244,0.815,0.343
47.420,-0.248,0.839,0.353
47.440,-0.249,0.862,0.362
47.460,-0.247,0.887,0.358
47.480,-0.247,0.911,0.361
47.500,-0.247,0.923,0.361
47.520,-0.251,0.924,0.356
47.540,-0.256,0.922,0.348
47.560,-0.253,0.954,0.328
47.580,-0.243,1.077,0.329
47.600,-0.249,1.195,0.361
47.620,-0.235,1.259,0.377
47.640,-0.221,1.226,0.371
47.660,-0.215,1.105,0.317
47.680,-0.245,1.017,0.286
47.700,-0.264,0.930,0.288
47.720,-0.257,0.853,0.268
47.740,-0.235,0.865,0.245
47.760,-0.205,0.933,0.250
47.780,-0.160,0.996,0.261
47.800,-0.152,1.028,0.245
47.820,-0.142,1.020,0.242
47.840,-0.158,0.980,0.221
47.860,-0.177,0.938,0.194
47.880,-0.203,0.915,0.182
47.900,-0.217,0.896,0.185
47.920,-0.222,0.879,0.192
47.940,-0.214,0.834,0.173
47.960,-0.196,0.766,0.159
47.980,-0.182,0.697,0.158
48.000,-0.162,0.644,0.151
48.020,-0.156,0.618,0.149
48.040,-0.154,0.617,0.168
48.060,-0.153,0.636,0.186
48.080,-0.169,0.667,0.198
48.100,-0.202,0.703,0.208
48.120,-0.233,0.756,0.215
48.140,-0.243,0.819,0.229
48.160,-0.259,0.876,0.254
48.180,-0.256,0.904,0.267
48.200,-0.267,0.904,0.260
48.220,-0.302,0.884,0.246
48.240,-0.353,0.857,0.236
48.260,-0.377,0.845,0.235
48.280,-0.388,0.874,0.245
48.300,-0.376,0.944,0.256
48.320,-0.365,1.054,0.281
48.340,-0.381,1.145,0.326
48.360,-0.376,1.147,0.365
48.380,-0.373,1.154,0.367
48.400,-0.365,1.208,0.375
48.420,-0.344,1.230,0.410
48.440,-0.335,1.207,0.425
48.460,-0.331,1.148,0.412
48.480,-0.334,1.075,0.392
48.500,-0.343,1.010,0.388
48.520,-0.344,0.962,0.401
48.540,-0.321,0.932,0.413
48.560,-0.276,0.914,0.412
48.580,-0.250,0.905,0.401
48.600,-0.256,0.905,0.387
48.620,-0.278,0.898,0.380
48.640,-0.290,0.876,0.381
48.660,-0.281,0.855,0.380
48.680,-0.269,0.842,0.374
48.700,-0.254,0.832,0.365
48.720,-0.249,0.828,0.360
48.740,-0.240,0.825,0.358
48.760,-0.234,0.833,0.353
48.780,-0.229,0.869,0.351
48.800,-0.240,0.903,0.346
48.820,-0.249,0.923,0.334
48.840,-0.259,0.933,0.327
48.860,-0.264,0.922,0.319
48.880,-0.260,0.929,0.302
48.900,-0.258,1.057,0.302
48.920,-0.246,1.174,0.332
48.940,-0.228,1.168,0.336
48.960,-0.234,1.054,0.314
48.980,-0.255,0.901,0.277
49.000,-0.276,0.867,0.252
49.020,-0.278,0.951,0.255
49.040,-0.238,1.048,0.281
49.060,-0.161,1.099,0.296
49.080,-0.121,1.098,0.286
49.100,-0.120,1.081,0.270
49.120,-0.172,1.050,0.253
49.140,-0.219,1.015,0.244
49.160,-0.262,0.985,0.242
49.180,-0.273,0.954,0.236
49.200,-0.254,0.920,0.230
49.220,-0.251,0.880,0.229
49.240,-0.264,0.845,0.230
49.260,-0.300,0.827,0.232
49.280,-0.321,0.813,0.236
49.300,-0.355,0.800,0.244
49.320,-0.375,0.792,0.250
49.340,-0.393,0.789,0.252
49.360,-0.410,0.801,0.265
49.380,-0.411,0.851,0.304
49.400,-0.394,0.889,0.315
49.420,-0.375,0.899,0.301
49.440,-0.366,0.900,0.301
49.460,-0.381,0.917,0.323
49.480,-0.417,0.881,0.333
49.500,-0.425,0.787,0.312
49.520,-0.438,0.758,0.297
49.540,-0.423,0.810,0.329
49.560,-0.399,0.872,0.368
49.580,-0.376,0.923,0.390
49.600,-0.365,0.940,0.394
49.620,-0.344,0.905,0.391
49.640,-0.324,0.847,0.375
49.660,-0.311,0.813,0.373
49.680,-0.296,0.817,0.385
49.700,-0.309,0.864,0.399
49.720,-0.344,0.904,0.409
49.740,-0.358,0.893,0.406
49.760,-0.366,0.845,0.389
49.780,-0.381,0.797,0.380
49.800,-0.422,0.769,0.377
49.820,-0.458,0.732,0.370
49.840,-0.503,0.688,0.399
49.860,-0.529,0.667,0.406
49.880,-0.547,0.686,0.375
49.900,-0.584,0.714,0.375
49.920,-0.602,0.699,0.395
49.940,-0.609,0.667,0.382
49.960,-0.614,0.658,0.356
49.980,-0.611,0.651,0.348
50.000,-0.614,0.650,0.338
50.020,-0.636,0.653,0.332
50.040,-0.632,0.659,0.323
50.060,-0.654,0.684,0.322
50.080,-0.634,0.695,0.304
50.100,-0.608,0.706,0.295
50.120,-0.574,0.718,0.295
50.140,-0.582,0.757,0.269
50.160,-0.597,0.828,0.257
50.180,-0.604,0.879,0.267
50.200,-0.620,0.897,0.262
50.220,-0.593,0.888,0.242
50.240,-0.572,0.860,0.204
50.260,-0.556,0.822,0.184
50.280,-0.539,0.778,0.167
50.300,-0.517,0.749,0.158
50.320,-0.514,0.734,0.146
50.340,-0.500,0.724,0.122
50.360,-0.501,0.739,0.096
50.380,-0.543,0.773,0.082
50.400,-0.596,0.814,0.096
50.420,-0.570,0.812,0.129
50.440,-0.559,0.781,0.108
50.460,-0.608,0.749,0.065
50.480,-0.623,0.742,0.118
50.500,-0.645,0.745,0.159
50.520,-0.634,0.735,0.145
50.540,-0.626,0.729,0.115
50.560,-0.653,0.747,0.110
50.580,-0.692,0.780,0.124
50.600,-0.687,0.794,0.160
50.620,-0.660,0.796,0.173
50.640,-0.568,0.801,0.188
50.660,-0.451,0.789,0.181
50.680,-0.434,0.762,0.130
50.700,-0.647,0.832,0.171
50.720,-0.790,0.830,0.281
50.740,-0.740,0.816,0.210
50.760,-0.679,0.802,0.167
50.780,-0.689,0.802,0.219
50.800,-0.651,0.783,0.219
50.820,-0.768,0.756,0.208
50.840,-0.743,0.740,0.244
50.860,-0.511,0.714,0.148
50.880,-0.324,0.719,0.205
50.900,-0.550,0.722,0.298
50.920,-0.715,0.728,0.286
50.940,-0.691,0.739,0.260
50.960,-0.573,0.768,0.228
50.980,-0.585,0.770,0.190
51.000,-0.487,0.789,0.156
51.020,-0.403,0.858,0.119
51.040,-0.743,0.819,0.280
51.060,-0.696,0.872,0.277
51.080,-0.352,0.878,0.214
51.100,-0.485,0.927,0.115
51.120,-0.715,0.974,0.137
51.140,-0.686,0.964,0.153
51.160,-0.661,0.908,0.226
51.180,-0.662,0.840,0.228
51.200,-0.597,0.814,0.227
51.220,-0.546,0.795,0.266
51.240,-0.488,0.754,0.219
51.260,-0.490,0.725,0.236
51.280,-0.498,0.690,0.321
51.300,-0.545,0.683,0.290
51.320,-0.564,0.700,0.280
51.340,-0.566,0.741,0.313
51.360,-0.610,0.792,0.296
51.380,-0.663,0.830,0.270
51.400,-0.687,0.846,0.277
51.420,-0.692,0.847,0.276
51.440,-0.695,0.838,0.268
51.460,-0.661,0.816,0.247
51.480,-0.602,0.794,0.192
51.500,-0.583,0.794,0.152
51.520,-0.543,0.802,0.163
51.540,-0.492,0.803,0.172
51.560,-0.505,0.819,0.155
51.580,-0.532,0.836,0.142
51.600,-0.508,0.839,0.162
51.620,-0.502,0.820,0.167
51.640,-0.520,0.811,0.161
51.660,-0.545,0.819,0.180
51.680,-0.553,0.814,0.204
51.700,-0.547,0.814,0.199
51.720,-0.577,0.823,0.182
51.740,-0.577,0.822,0.202
51.760,-0.564,0.829,0.232
51.780,-0.581,0.832,0.223
51.800,-0.570,0.829,0.208
51.820,-0.547,0.821,0.198
51.840,-0.535,0.813,0.190
51.860,-0.533,0.811,0.190
51.880,-0.469,0.827,0.209
51.900,-0.589,0.819,0.219
51.920,-0.561,0.829,0.236
51.940,-0.488,0.837,0.226
51.960,-0.496,0.807,0.237
51.980,-0.572,0.779,0.223
52.000,-0.561,0.782,0.230
52.020,-0.565,0.791,0.229
52.040,-0.584,0.805,0.225
52.060,-0.573,0.801,0.227
52.080,-0.563,0.792,0.214
52.100,-0.565,0.793,0.200
52.120,-0.528,0.788,0.168
52.140,-0.471,0.806,0.136
52.160,-0.797,0.972,0.231
52.180,-0.743,0.820,0.327
52.200,-0.347,0.724,0.184
52.220,-0.568,0.753,0.193
52.240,-0.645,0.803,0.182
52.260,-0.575,0.799,0.179
52.280,-0.554,0.813,0.206
52.300,-0.568,0.833,0.214
52.320,-0.598,0.831,0.216
52.340,-0.609,0.815,0.249
52.360,-0.489,0.770,0.231
52.380,-0.522,0.770,0.268
52.400,-0.555,0.773,0.261
52.420,-0.563,0.798,0.244
52.440,-0.555,0.794,0.179
52.460,-0.574,0.815,0.176
52.480,-0.627,0.814,0.208
52.500,-0.626,0.800,0.179
52.520,-0.665,0.790,0.169
52.540,-0.687,0.783,0.170
52.560,-0.698,0.771,0.138
52.580,-0.654,0.765,0.159
52.600,-0.656,0.760,0.178
52.620,-0.650,0.743,0.176
52.640,-0.580,0.719,0.205
52.660,-0.551,0.717,0.177
52.680,-0.649,0.746,0.221
52.700,-0.638,0.744,0.228
52.720,-0.598,0.744,0.211
52.740,-0.619,0.752,0.208
52.760,-0.628,0.748,0.188
52.780,-0.670,0.746,0.177
52.800,-0.691,0.746,0.179
52.820,-0.675,0.737,0.166
52.840,-0.684,0.737,0.151
52.860,-0.682,0.738,0.135
52.880,-0.678,0.738,0.125
52.900,-0.660,0.739,0.135
52.920,-0.658,0.740,0.148
52.940,-0.665,0.738,0.153
52.960,-0.679,0.735,0.142
52.980,-0.681,0.738,0.144
53.000,-0.658,0.741,0.148
53.020,-0.653,0.733,0.146
53.040,-0.675,0.725,0.128
53.060,-0.677,0.729,0.133
53.080,-0.666,0.726,0.144
53.100,-0.656,0.717,0.151
53.120,-0.676,0.710,0.146
53.140,-0.672,0.708,0.140
53.160,-0.671,0.706,0.130
53.180,-0.680,0.704,0.112
53.200,-0.719,0.717,0.123
53.220,-0.745,0.743,0.167
53.240,-0.751,0.746,0.179
53.260,-0.740,0.734,0.150
53.280,-0.708,0.724,0.140
53.300,-0.686,0.721,0.148
53.320,-0.680,0.716,0.160
53.340,-0.704,0.722,0.144
53.360,-0.707,0.702,0.133
53.380,-0.699,0.698,0.115
53.400,-0.697,0.707,0.134
53.420,-0.700,0.708,0.147
53.440,-0.685,0.706,0.137
53.460,-0.689,0.713,0.133
53.480,-0.687,0.716,0.148
53.500,-0.680,0.710,0.135
53.520,-0.669,0.706,0.120
53.540,-0.667,0.716,0.125
53.560,-0.668,0.731,0.130
53.580,-0.661,0.747,0.132
53.600,-0.663,0.750,0.158
53.620,-0.667,0.739,0.140
53.640,-0.677,0.726,0.121
53.660,-0.688,0.711,0.132
53.680,-0.703,0.696,0.114
53.700,-0.705,0.693,0.095
53.720,-0.698,0.695,0.102
53.740,-0.709,0.701,0.096
53.760,-0.708,0.708,0.101
53.780,-0.708,0.715,0.099
53.800,-0.707,0.719,0.106
53.820,-0.701,0.725,0.112
53.840,-0.707,0.730,0.114
53.860,-0.701,0.727,0.119
53.880,-0.685,0.722,0.115
53.900,-0.676,0.722,0.114
53.920,-0.681,0.721,0.122
53.940,-0.692,0.724,0.118
53.960,-0.688,0.724,0.111
53.980,-0.683,0.726,0.119
54.000,-0.674,0.727,0.123
54.020,-0.681,0.729,0.121
54.040,-0.683,0.728,0.126
54.060,-0.681,0.731,0.128
54.080,-0.682,0.732,0.122
54.100,-0.689,0.731,0.115
54.120,-0.689,0.725,0.108
54.140,-0.691,0.722,0.103
54.160,-0.690,0.724,0.107
54.180,-0.689,0.730,0.104
54.200,-0.688,0.731,0.105
54.220,-0.688,0.731,0.107
54.240,-0.686,0.729,0.104
54.260,-0.680,0.726,0.105
54.280,-0.685,0.721,0.101
54.300,-0.682,0.721,0.104
54.320,-0.689,0.723,0.110
54.340,-0.690,0.725,0.111
54.360,-0.689,0.727,0.113
54.380,-0.682,0.726,0.108
54.400,-0.683,0.722,0.100
54.420,-0.674,0.722,0.104
54.440,-0.676,0.727,0.107
54.460,-0.681,0.727,0.106
54.480,-0.685,0.724,0.104
54.500,-0.682,0.725,0.106
54.520,-0.682,0.728,0.110
54.540,-0.683,0.730,0.112
54.560,-0.680,0.728,0.109
54.580,-0.680,0.727,0.107
54.600,-0.681,0.727,0.106
54.620,-0.687,0.728,0.109
54.640,-0.684,0.730,0.104
54.660,-0.685,0.730,0.099
54.680,-0.690,0.730,0.097
54.700,-0.692,0.727,0.101
54.720,-0.690,0.727,0.106
54.740,-0.686,0.730,0.108
54.760,-0.686,0.732,0.110
54.780,-0.686,0.734,0.106
54.800,-0.684,0.737,0.106
54.820,-0.679,0.735,0.110
54.840,-0.681,0.727,0.109
54.860,-0.684,0.723,0.103
54.880,-0.683,0.726,0.104
54.900,-0.678,0.729,0.106
54.920,-0.678,0.730,0.103
54.940,-0.676,0.734,0.098
54.960,-0.678,0.738,0.097
54.980,-0.683,0.739,0.104
55.000,-0.687,0.737,0.106
55.020,-0.688,0.731,0.106
55.040,-0.684,0.729,0.106
55.060,-0.681,0.727,0.108
55.080,-0.677,0.726,0.111
55.100,-0.672,0.727,0.115
55.120,-0.674,0.728,0.110
55.140,-0.674,0.729,0.104
55.160,-0.670,0.730,0.104
55.180,-0.671,0.735,0.109
55.200,-0.675,0.736,0.112
55.220,-0.678,0.737,0.109
55.240,-0.683,0.736,0.103
55.260,-0.683,0.736,0.098
55.280,-0.683,0.738,0.100
55.300,-0.682,0.735,0.104
55.320,-0.680,0.735,0.107
55.340,-0.678,0.736,0.112
55.360,-0.678,0.734,0.114
55.380,-0.677,0.730,0.112
55.400,-0.676,0.730,0.109
55.420,-0.670,0.729,0.118
55.440,-0.674,0.729,0.121
55.460,-0.678,0.731,0.120
55.480,-0.673,0.733,0.120
55.500,-0.674,0.734,0.121
55.520,-0.678,0.734,0.120
55.540,-0.675,0.734,0.122
55.560,-0.673,0.736,0.120
55.580,-0.670,0.736,0.121
55.600,-0.672,0.730,0.121
55.620,-0.682,0.727,0.114
55.640,-0.684,0.732,0.118
55.660,-0.679,0.734,0.127
55.680,-0.679,0.735,0.123
55.700,-0.682,0.734,0.122
55.720,-0.682,0.734,0.125
55.740,-0.677,0.733,0.127
55.760,-0.679,0.737,0.127
55.780,-0.677,0.735,0.134
55.800,-0.671,0.729,0.133
55.820,-0.670,0.730,0.126
55.840,-0.672,0.734,0.129
55.860,-0.671,0.731,0.131
55.880,-0.675,0.731,0.128
55.900,-0.677,0.733,0.128
55.920,-0.681,0.735,0.126
55.940,-0.671,0.732,0.124
55.960,-0.665,0.732,0.123
55.980,-0.678,0.736,0.119
56.000,-0.688,0.739,0.116
56.020,-0.683,0.736,0.122
56.040,-0.676,0.731,0.134
56.060,-0.656,0.727,0.141
56.080,-0.662,0.723,0.134
56.100,-0.677,0.727,0.128
56.120,-0.677,0.730,0.135
56.140,-0.670,0.733,0.136
56.160,-0.671,0.734,0.136
56.180,-0.676,0.733,0.136
56.200,-0.683,0.736,0.131
56.220,-0.681,0.738,0.131
56.240,-0.678,0.735,0.134
56.260,-0.676,0.732,0.135
56.280,-0.676,0.729,0.136
56.300,-0.677,0.730,0.135
56.320,-0.678,0.733,0.134
56.340,-0.679,0.733,0.132
56.360,-0.674,0.731,0.133
56.380,-0.669,0.732,0.139
56.400,-0.673,0.732,0.136
56.420,-0.682,0.733,0.135
56.440,-0.680,0.731,0.135
56.460,-0.673,0.729,0.132
56.480,-0.671,0.732,0.133
56.500,-0.674,0.734,0.135
56.520,-0.678,0.730,0.130
56.540,-0.680,0.729,0.127
56.560,-0.677,0.731,0.127
56.580,-0.675,0.734,0.129
56.600,-0.674,0.730,0.133
56.620,-0.673,0.729,0.133
56.640,-0.678,0.730,0.134
56.660,-0.678,0.729,0.131
56.680,-0.677,0.730,0.133
56.700,-0.677,0.734,0.135
56.720,-0.674,0.736,0.143
56.740,-0.669,0.728,0.142
56.760,-0.676,0.727,0.135
56.780,-0.677,0.731,0.135
56.800,-0.670,0.728,0.136
56.820,-0.675,0.729,0.132
56.840,-0.682,0.732,0.135
56.860,-0.682,0.730,0.136
56.880,-0.678,0.730,0.135
56.900,-0.675,0.731,0.137
56.920,-0.678,0.729,0.142
56.940,-0.681,0.726,0.140
56.960,-0.673,0.732,0.141
56.980,-0.671,0.732,0.140
57.000,-0.677,0.731,0.135
57.020,-0.679,0.731,0.138
57.040,-0.673,0.729,0.144
57.060,-0.672,0.727,0.143
57.080,-0.673,0.729,0.136
57.100,-0.673,0.732,0.135
57.120,-0.672,0.731,0.134
57.140,-0.678,0.728,0.131
57.160,-0.675,0.730,0.134
57.180,-0.674,0.732,0.137
57.200,-0.678,0.732,0.138
57.220,-0.682,0.730,0.137
57.240,-0.678,0.731,0.137
57.260,-0.668,0.729,0.143
57.280,-0.672,0.729,0.140
57.300,-0.676,0.732,0.140
57.320,-0.677,0.734,0.144
57.340,-0.674,0.731,0.143
57.360,-0.672,0.727,0.142
57.380,-0.674,0.727,0.140
57.400,-0.679,0.728,0.134
57.420,-0.677,0.732,0.132
57.440,-0.674,0.733,0.137
57.460,-0.673,0.728,0.139
57.480,-0.675,0.727,0.138
57.500,-0.676,0.731,0.138
57.520,-0.682,0.730,0.140
57.540,-0.681,0.729,0.139
57.560,-0.675,0.729,0.141
57.580,-0.672,0.734,0.143
57.600,-0.677,0.734,0.146
57.620,-0.681,0.730,0.146
57.640,-0.676,0.729,0.141
57.660,-0.669,0.731,0.140
57.680,-0.672,0.731,0.145
57.700,-0.682,0.729,0.143
57.720,-0.686,0.728,0.145
57.740,-0.676,0.728,0.149
57.760,-0.673,0.728,0.143
57.780,-0.676,0.733,0.142
57.800,-0.672,0.733,0.144
57.820,-0.676,0.729,0.140
57.840,-0.677,0.730,0.137
57.860,-0.675,0.731,0.143
57.880,-0.674,0.725,0.143
57.900,-0.679,0.724,0.137
57.920,-0.676,0.728,0.140
57.940,-0.670,0.731,0.144
57.960,-0.669,0.730,0.137
57.980,-0.672,0.732,0.141
58.000,-0.682,0.729,0.147
58.020,-0.683,0.727,0.146
58.040,-0.677,0.726,0.145
58.060,-0.670,0.729,0.142
58.080,-0.676,0.731,0.141
58.100,-0.681,0.732,0.142
58.120,-0.677,0.730,0.144
58.140,-0.673,0.727,0.144
58.160,-0.679,0.727,0.145
58.180,-0.680,0.727,0.145
58.200,-0.674,0.727,0.139
58.220,-0.674,0.727,0.137
58.240,-0.679,0.731,0.143
58.260,-0.678,0.730,0.149
58.280,-0.677,0.728,0.145
58.300,-0.678,0.728,0.141
58.320,-0.676,0.729,0.144
58.340,-0.670,0.726,0.145
58.360,-0.677,0.729,0.141
58.380,-0.681,0.729,0.145
58.400,-0.676,0.727,0.145
58.420,-0.679,0.727,0.141
58.440,-0.681,0.734,0.145
58.460,-0.678,0.730,0.142
58.480,-0.677,0.724,0.138
58.500,-0.675,0.729,0.145
58.520,-0.677,0.731,0.153
58.540,-0.678,0.728,0.153
58.560,-0.677,0.729,0.145
58.580,-0.680,0.728,0.143
58.600,-0.678,0.726,0.146
58.620,-0.676,0.727,0.148
58.640,-0.679,0.730,0.145
58.660,-0.681,0.733,0.142
58.680,-0.681,0.733,0.139
58.700,-0.674,0.728,0.143
58.720,-0.674,0.725,0.142
58.740,-0.677,0.725,0.143
58.760,-0.678,0.727,0.146
58.780,-0.673,0.727,0.150
58.800,-0.670,0.727,0.146
58.820,-0.671,0.729,0.141
58.840,-0.674,0.732,0.143
58.860,-0.678,0.729,0.145
58.880,-0.679,0.727,0.145
58.900,-0.679,0.727,0.143
58.920,-0.679,0.731,0.143
58.940,-0.677,0.731,0.146
58.960,-0.676,0.730,0.147
58.980,-0.676,0.728,0.148
59.000,-0.675,0.726,0.149
59.020,-0.677,0.728,0.146
59.040,-0.680,0.731,0.148
59.060,-0.673,0.727,0.146
59.080,-0.668,0.725,0.143
59.100,-0.672,0.728,0.144
59.120,-0.680,0.731,0.145
59.140,-0.682,0.730,0.144
59.160,-0.677,0.727,0.148
59.180,-0.678,0.726,0.146
59.200,-0.676,0.727,0.143
59.220,-0.672,0.728,0.143
59.240,-0.677,0.731,0.145
59.260,-0.682,0.731,0.146
59.280,-0.676,0.729,0.148
59.300,-0.675,0.726,0.149
59.320,-0.679,0.726,0.145
59.340,-0.681,0.728,0.148
59.360,-0.680,0.727,0.150
59.380,-0.679,0.727,0.145
59.400,-0.680,0.728,0.146
59.420,-0.676,0.728,0.149
59.440,-0.675,0.727,0.145
59.460,-0.676,0.730,0.147
59.480,-0.674,0.730,0.150
59.500,-0.672,0.722,0.143
59.520,-0.680,0.723,0.136
59.540,-0.679,0.729,0.147
59.560,-0.672,0.727,0.155
59.580,-0.677,0.728,0.151
59.600,-0.683,0.731,0.145
59.620,-0.681,0.727,0.145
59.640,-0.677,0.727,0.146
59.660,-0.679,0.727,0.149
59.680,-0.677,0.728,0.153
59.700,-0.672,0.730,0.155
59.720,-0.674,0.729,0.148
59.740,-0.678,0.727,0.145
59.760,-0.678,0.730,0.151
59.780,-0.677,0.727,0.151
59.800,-0.676,0.725,0.143
59.820,-0.671,0.727,0.146
59.840,-0.670,0.727,0.151
59.860,-0.671,0.727,0.151
59.880,-0.673,0.730,0.150
59.900,-0.680,0.731,0.144
59.920,-0.680,0.731,0.145
59.940,-0.681,0.728,0.148
59.960,-0.682,0.724,0.151
59.980,-0.677,0.723,0.147
60.000,-0.674,0.726,0.147
60.020,-0.676,0.728,0.150
60.040,-0.676,0.728,0.150
60.060,-0.671,0.726,0.153
60.080,-0.674,0.726,0.149
60.100,-0.678,0.728,0.147
60.120,-0.684,0.730,0.151
60.140,-0.681,0.729,0.152
60.160,-0.672,0.726,0.151
60.180,-0.673,0.728,0.149
60.200,-0.680,0.730,0.150
60.220,-0.680,0.730,0.151
60.240,-0.679,0.729,0.155
60.260,-0.678,0.726,0.149
60.280,-0.671,0.722,0.158
60.300,-0.676,0.726,0.154
60.320,-0.672,0.728,0.144
60.340,-0.667,0.729,0.135
60.360,-0.676,0.724,0.135
60.380,-0.677,0.716,0.140
60.400,-0.671,0.714,0.139
60.420,-0.664,0.717,0.146
60.440,-0.671,0.733,0.163
60.460,-0.675,0.743,0.174
60.480,-0.686,0.743,0.171
60.500,-0.704,0.743,0.166
60.520,-0.709,0.735,0.174
60.540,-0.699,0.719,0.180
60.560,-0.693,0.699,0.173
60.580,-0.683,0.692,0.173
60.600,-0.674,0.698,0.184
60.620,-0.683,0.705,0.200
60.640,-0.678,0.709,0.199
60.660,-0.693,0.721,0.178
60.680,-0.680,0.714,0.171
60.700,-0.676,0.704,0.162
60.720,-0.677,0.701,0.166
60.740,-0.695,0.704,0.168
60.760,-0.700,0.709,0.189
60.780,-0.706,0.706,0.186
60.800,-0.709,0.698,0.177
60.820,-0.708,0.689,0.177
60.840,-0.694,0.692,0.187
60.860,-0.675,0.702,0.198
